COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CZE,Czech Republic,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,122895.334,,
CZE,Czech Republic,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,112788.578,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71429.972,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,82054.152,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,76040.82,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,78197.697,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,82105.132,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,79174.867,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,92340.46,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,82916.566,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,78885.857,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,76380.864,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,72100.872,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,73820.461,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,73239.917,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,78316.449,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,72333.084,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67944.27,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,75696.14,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71086.703,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67493.877,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,64703.088,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,65011.358,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,59786.038,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,55194.774,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,56919.35,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,52740.341,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,50125.456,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,52158.395,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,50038.344,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,49963.805,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,46145.429,,
DNK,Denmark,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,43457.975,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71015.768,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,68929.12,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67511.797,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,69761.201,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,75346.753,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71632.461,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,77625.718,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,76325.077,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,72632.576,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,72008.856,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,70130.084,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,75462.55,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,77894.207,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,85529.772,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,81823.59,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,69849.499,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,81206.918,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,79565.727,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71466.308,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67794.606,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,75602.475,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67835.63,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62290.099,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62724.309,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,58546.374,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,54970.871,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,57868.14,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,55056.069,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,56125.121,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,52734.655,,
FIN,Finland,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,47716.296,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,547183.229,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,574174.334,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,562058.253,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,542044.615,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,534674.42,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,540195.195,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,557168.382,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,549668.411,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,564256.479,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,558784.321,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,553001.736,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,558358.441,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,553086.836,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,556136.307,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,555107.218,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,556120.549,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,545587.444,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,536374.997,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,530722.796,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,508213.897,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,512753.492,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,488753.45,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,490256.229,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,491335.786,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,461189.49,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,464491.268,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,466376.978,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,469718.625,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,450787.078,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,441488.013,,
FRA,France,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,399412.668,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1241919.234,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1195966.138,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1146454.342,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1137451.367,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1119681.968,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1115305.357,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1133362.884,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1098413.401,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1073178.323,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1039200.172,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1036926.261,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1052999.477,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1031672.509,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1028625.772,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,1011768.83,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,986709.485,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,993738.732,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,968039.597,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,968935.03,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,902742.06,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,935768.364,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,911243.774,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,916901.017,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,933987.361,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,894464.541,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,897953.671,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,901442.03,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,885729.469,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,850541.987,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,799733.988,,
DEU,Germany,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,728737.653,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,103450.64,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,103503.178,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,104711.349,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,104318.91,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,107040.733,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,109399.06,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,112533.541,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,117432.533,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,123012.638,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,123144.351,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,126532.372,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,127576.188,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,127561.939,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,131303.762,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,131947.819,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,136414.345,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,132494.194,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,135149.152,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,131795.741,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,124587.314,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,118511.007,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,115528.991,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,112271.631,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,102661.381,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,99256.791,,
GRC,Greece,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,95424.483,,
